序号	类型	标题	第一作者	来源	日期	链接	来源链接	所有作者	摘要	关键词	DOI	导师
2520	期刊	不同管理方式下参池外源性沉降颗粒有机质的贡献率	王玉龙	水产科学	2021-08-27 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliW37t18Cu-Ml2pV3KI5u9Ab8XInCcSerMiX2hyqHstFWmOW35iWkHkMwOkjb6ua4BuPTEbOpb4BV0J1WMnQCX3KRzaW0PgmN1PFDivTjPtBwXbridDlR-wgezL9LD9mnRDmfCOle9FCEXtk3X8G6z4btfPkdGynBkh5wKUAojEsOmg4-WfPdPtU&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbm7QU9b_4IZl1KXIHd1WaK07kezqi-zh1162ytiMQKRNm1U3KeQMH57od5EGKjYaRF2f1wmqjhQjLeMUzjX2pA9Jp0Gv5EHZw=&uniplatform=NZKPT	王玉龙、张津源、杨申、李乐洲、杨耿介、雷兆霖、周玮				
2521	期刊	不同组织碳、氮元素含量和同位素分馏特征研究——以抚仙湖草鱼、鱇浪白鱼为例	郭雯	中国环境科学	2021-08-26 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXz_V9zJ85AljiNLu9Rw8HcNoQ-i66kNqaPy_UgcsZECJn9SbQ9Gn3UgQiXdY0agaCO_DfvZ4fZcd3UpeznYDObOlprIb4p1XguK6GRLP2X-ZMbOTf7Jb8zQ9osA8Y-no31AuA93KizVOmORoFMX5dfYfEthQHFT62n0Wkt9dhqa2tEdbA_gX9w&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZUpmVmK7hRa4yCiMVZyO5gh_LtjGqhnaEuhm5qAFJBypoC4qjr3NeEiIOYKbkXPbF34iASaCyvq6dT7FMacCOfC1SacnRxE10=&uniplatform=NZKPT	郭雯、黄林培、王明果、陈子栋、赵帅营、孔令阳、陈光杰				
2522	期刊	滇池浮游植物碳氮同位素时空分布特征及其影响因子分析	陈蓉	中国环境科学	2021-08-25 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWsW4dSGkucsFoZKYNk5Yq1XR6khN6epCrYj5y_Zt3iwFKhDO3hgNg8ayodLhX3Dq1Pl8xP_cR8VNzVrn4cDoUlE3vU-tdt6_0DWCrrgfbElHaxx8uleASa6gpW2YtB-hzEJOixP2VqC8sht6w9fn86PscxX9Z0svg1dSTZJHvh1UwNSP3ivnLg&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYiQHaDj-wBcWNHtD0Yic21CM74Yxj2vI6ffJWrKJtimFKqGVDb_4EH1f1tvnxzdZGp3EYBMVtom3Hp4JYCKXpC_CoOH5vjnnE=&uniplatform=NZKPT	陈蓉、王明果、黄林培、郭雯、李蕊、王教元、陈光杰				
2523	期刊	应用多种生物类群评价白洋淀水环境质量变化	李代魁	应用生态学报	2021-08-24 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWsW4dSGkucsFoZKYNk5Yq1XR6khN6epCqc0lykk95G998nvxMCTtH3d0f1piZB__nwhrM94Kt_b0Upu_gqvP72UPEl984EEuDzyj6WvjO8jRi8vlTf353lmO25AGvuP8YxuZMGuObP-KVxNdNW54Y40pqphSOaDWXOjoo0kgRgGTeew1mtu2sf&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYiQHaDj-wBcWNHtD0Yic21CM74Yxj2vI6ffJWrKJtimFKqGVDb_4EHWG7u2J-XLSz5Fmb28-5oOh-wIY4W3kP-uKrpUsNRDoQ=&uniplatform=NZKPT	李代魁、何萍、刘存歧、王军霞、张亚娟、任颖、王德旺				
2524	期刊	芡实分区刈割试验对陈瑶湖后生浮游动物群落结构的影响	刘振中	生态学报	2021-08-17 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVyO-bhxqwRIPvbmGndanuGBOrMOZZXH5hW_OKVjcRZM4yNG-fj3pHukbYLMxA3V20lHgwCKbWf7Ws9pSbMmltDNKJJpWSTd4z8aHWeU_O3xjG13pk5Kphsk-IgyE1Ipwaesp9sAKoPPkOQ551_rt3b8g6SawLq9k-q_yTjCXNKqcfzc_33d84r&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZjQ1bGtLnXsf4u02Yys8dl18B0Pbt0MrVv7R7SDqK_qzN8B7t_xobKB40PcLuj_pFBcvx7hmJz1z_J-A1eSJZSNtHTmPhKosg=&uniplatform=NZKPT	刘振中、赵文倩、郭文莉、周忠泽				
2525	期刊	辽东湾饵料微藻粒级区划研究	刘苏萱	水产科学	2021-08-11 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVyO-bhxqwRIPvbmGndanuGBOrMOZZXH5gkVaRPUFyyAvPzNsbYsH1Feuu7z1zHumuJmePKXbel4buHfLf0CFvRpXVwyrzGL7pdPlOg51Pnw3F1dWYrgbPb8y4F3a_fW0D_l6NeQ224yZetwRQQnYAVi7cAq0Zkmgfuk_p3y94BhPLk-tz7vjxo&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZjQ1bGtLnXsf4u02Yys8dl18B0Pbt0MrVv7R7SDqK_qzN8B7t_xobKQwJsnRvix5ogi254a2EE06iQ7Rz1n8vocuoxssEnDjg=&uniplatform=NZKPT	刘苏萱、宋伦、胡超魁、王昆、刘印、张明亮、董少杰				
2526	期刊	湖北长湖夏、秋季浮游生物功能群特征及主要影响因子	龚森森	水生生物学报	2021-08-06 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliU-CVCoHj83zQBe3xQDkgtClE10ZCkpwtr6vccbpyFka01wnE0saV4VCZ5aFirMLdT9a0n7HvEMW3aLKQOdGNngciUMjLnGNLpBLyFpc-wOvhRNgiHv6ow_2LRaLXTINfqLLXKnhfYZCibNt8wjagRhM-_0qJqLzyCfWTBeSdPfmaZWXOrx_d79&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZZ0cyLNit9KIHy--2uylaL8uJkyEZ6R9hPTmxNp4q4Sbr3171lQ2HDCM_FmhWAAzqFw7y6TGlQNlYA8HuUFwREicr8ApURwHY=&uniplatform=NZKPT	龚森森、李学梅、吴嘉伟、柴毅、杨德国、谭凤霞、朱挺兵				
2527	期刊	小型湖泊修复区与未修复区对生态修复的响应与评价	苏小妹	中国环境科学	2021-08-04 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliU-CVCoHj83zQBe3xQDkgtClE10ZCkpwtr9HnzlxTAo_5NIVFQFl1DGO-3KY5I7U7xY-wpL6LR4Y0AktgFgDWGHELGQpEgOxhWCs9sJFeT8KT4D32GscSFUzZXyefZjgmnzBDY_KW3xLWiavpuo0c7ZISRBrM--cDp8I6L6-tzmlPcOhpPTHx-2&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZZ0cyLNit9KIHy--2uylaL8uJkyEZ6R9hPTmxNp4q4Sbr3171lQ2HDdIH6RjjZ9KmgeGWlJa_2BTrXSZUeXXFCGOTQ7PhQLj0=&uniplatform=NZKPT	苏小妹、薛庆举、万翔、谢丽强				
2528	期刊	基于OC-CCI数据的南海高叶绿素a浓度水域面积的时空变化研究	李傲	热带海洋学报	2021-08-02 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWnzeWR3juGiHZECfojwUum7e8GiNO7ryptPoSZuMKbVxk8--0HCqoWrxSh9s7J1Qq20Sa1iWH39iTJSSCDW7m0bB7kQfupQrMU8OckYaXXuBTe8-OReIckHpp2E1voHGVfY3sYF03y8dL7IrrSEdGYTn8VZG5gsYRlZiuNPnYDQlBhMIMfKMJc&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaiQLBw-t_oGQXflpj0sbtLsL8FVYB47gxUmJzmKjOfV6a1m0CSai2CfTlJyvikkJkjjJISjfT6R1KqZQqGSLLyRtcO8qoXsU4=&uniplatform=NZKPT	李傲、冯洋、王云涛、薛惠洁				
2529	期刊	赫氏颗石藻(Emiliania huxleyi)响应病毒感染的microRNA转录组分析	张恩权	遗传	2021-07-30 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWnzeWR3juGiHZECfojwUum7e8GiNO7rypPRG7zk8J-YnbTuuWR-TWQJAqfTPmTkNbN4prjNvGURTAlGB3_Dr6tfrpvNDC9KbGnOrq782iO7wFc4uEdECvAufXZx65ypQy8DSO008MC5Ezu9cba64OStnnSqfucUf77USxpYDJqkQDOLtiS0eDl&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaiQLBw-t_oGQXflpj0sbtLsL8FVYB47gxUmJzmKjOfV6a1m0CSai2C0wJt12wyBQK8ftqYAx6wr_VqyAjYgo3jquqsZUDGsvw=&uniplatform=NZKPT	张恩权、蔡伟聪、李桂玲、李健、刘静雯				
2530	期刊	海洋微藻小粒级化趋势的环境驱动机制浅析	刘印	水产科学	2021-07-26 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliV8OU-ADMkEECetlSFx_3JbTq2HOemQqm3Ng9c6PIGbzpbt8_EhYOwhKAltsLqvJlI4LfXWtarxYBj3q51YGZXMm3x_tIkshwzTR75zVLo5T1kMGlDhvKVtiizZkFQmMtvdf1sH0xuTM7oZraZ4ZVQkPWwn0fwO77xe5eUZE3Hp1ZI9n5Ao9RLC&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjeha_Tn_LxWHMDQj8El7J9jXZjoV_c77GTEFqJ3b_843XYw2mLTb2hfsRhlfY3QJ5HJA4M6vxljBvDmVpzdpFhAJtC1DpeXS1g9Q=&uniplatform=NZKPT	刘印、宋伦、刘苏萱				
2531	期刊	四川丘陵区水库浮游植物群落结构与蓝藻水华风险——基于优势种生态位与种间联结研究	陶敏	生态学报	2021-07-26 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliV8OU-ADMkEECetlSFx_3JbTq2HOemQqm3x1cpDBWleJQbdcjQ28EfB69UxMX3yWZ0QqF3RbjuTXzSNBK3jgXKxGymKfICR3vuI2VlAlcU6rB-ZR3hEJODmzcfP_p1EgyseKdSSuN7tZS1ng5r92ZVESdaEzJfqiHxo5Xj9JX9Gnoca0YzvhgEQ&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjeha_Tn_LxWHMDQj8El7J9jXZjoV_c77GTEFqJ3b_843XYw2mLTb2hfsRxQA0vkbxQJTetx0MAGVpRybldUqXmOWU9fIGe69mJNE=&uniplatform=NZKPT	陶敏、岳兴建、岳珊、代丽娜、韩文文、王永明、刘果、李斌				
2532	期刊	新丰江水库浮游植物功能分组特征及其与环境因子的关系	张辉	中国环境科学	2021-07-21 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWhsUm3Q_9XHD27yCXy2YqgLBegcu64XSFhbiJM49VEZc_kkufsJ1sTsOHSqZo8pOOeNtKRlUHHYIpcc2wFtHupB0U8V59deiWUCI0W1a3GWuOnCKaTpM98wCPm9mVNHQ4G6Z6dnNktt1ey42OCNZXiNKCsuAnyU0cu2MGTMdsJHKsejEWo0kb7&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZpiiUlYAmGTtBWP1I9-WXNk_vU_Gfk7dNzVszJXNl_Qh68pWGH2xE50MkJY5nb8yH0uuIeUQa1qtd_YjcYPNtvN3bSYaP8P2k=&uniplatform=NZKPT	张辉、彭宇琼、邹贤妮、张婷婷、巫楚、林小平、乔永民、杨洪允				
2533	期刊	红枫水库和普定水库碳、磷、硅生源要素时空分布特征	石琳	地球与环境	2021-07-19 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWhsUm3Q_9XHD27yCXy2YqgLBegcu64XSEm6QGqp1RWKLBxFcHQkWMHrBlsN0gVD7VYdsd28_mKOixXL8EGqEjMuOGDCJabYYCCs8pHtqd6Mbm3BUlPGqyViKRlZA4vo5b5AjZ20yPFY6BPT1Y-Q_9gzKaYLPMnel8OLyGvwVS7wRbHvs8njB_E&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZpiiUlYAmGTtBWP1I9-WXNk_vU_Gfk7dNzVszJXNl_Qh68pWGH2xE5utCfp9jJ_Ryxtaj9UZwatIVfkZ7T3ImHZW7l8aR-Zm0=&uniplatform=NZKPT	石琳、卢耀庭、杨永琼、于佳、陈敬安、曾艳				
2534	期刊	三峡水库调度对支流水体叶绿素a和环境因子垂向分布的影响	田盼	环境科学	2021-07-09 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXut5wqGMPKBf94cks-8VuBjJ8eeGmiuCw3evJvgLTHavCrwGu1PjoHdeBI3VNEmVrLPnmN-ZFh3ESihGO20TsPBwQVmXIb4dAU3ZcNoBFM0QfaD_a7gW_w_eGoXDRbCZn2Me8Q7aEQiTxEWEea4VQ2_ITQGOAoh10mpIEVGWIcfjYkK_DFW9Hh&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbR3A0mB7pMRV-gF_NxgzcYfyyx4IQQefk_dneIzGetvDE6rXgj4M-fHD9OAVKOMUFcQ5dHgQcB1yCC30gvIMZgUpbNjCLeo90=&uniplatform=NZKPT	田盼、李亚莉、李莹杰、李虹、王丽婧、宋林旭、纪道斌、赵星星				
2535	期刊	基于GAM模型的洞庭湖叶绿素a浓度与环境因子相关性分析	严广寒	中国环境科学	2021-07-09 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWha2Qg_2PxbWH6CqmWC1BDARb6a6UFyZzo7irgL31cje2OhAepRP600PE-gHWVpxTYLtVG5lGD2Hg-5vC9k8-a0oXt0nSUL6jwpIUYd2MJOYnMSZtxXdDcjI05KS7PKQkHLulv2jEq7quB6fK_Agl3UwRDRpf9VluRk303yNL7xb6US2Q2pA98&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehY_9TrBO3SSeApjDUWedtBe4Bo2tdG8l0Dfznf0wHYYA48zHgvLtQ1jKFBad2sIRjy62nz4VuBM4JUjBOXvAoyxLurJbF5vhIE=&uniplatform=NZKPT	严广寒、殷雪妍、汪星、王丽婧、李丹、田泽斌、李虹				
2536	期刊	三峡库区万州段河流水-气界面CO2通量支干流对比及影响机制初探	秦宇	环境科学	2021-07-09 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWha2Qg_2PxbWH6CqmWC1BDARb6a6UFyZxfwLLcBzNspzu11Ag6yC_py3pQRPWXk8i4VQRypzaQoiomLQ1UFD9FhpxoXIzwAzD92R--o-MZJ07FRHEvxqv-_5PBkrqMZuJmurRHiAdaRGugSL4fxDCRbVfgvL5YMJ5pA3XeN9zw6HC95cVp0wK8&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehY_9TrBO3SSeApjDUWedtBe4Bo2tdG8l0Dfznf0wHYYA48zHgvLtQ1jK0xVgmaZW1VvQbKXWZtGv1fnpbOO6L242wiqEizREFg=&uniplatform=NZKPT	秦宇、欧阳常悦、王雨潇、方鹏				
2537	期刊	洱海悬浮颗粒物和表层沉积物有机碳氮同位素来源特征及水质指示意义	季宁宁	湖泊科学	2021-07-07 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXbGgMOvui8ahJ3iLy74_uwB6KSCqjTqMyruR6H7OLMWWmqEZPWrYn3Eu47juj1SV6wtJL5yEUMAjMpBKUwfG2fPLhpjSwj9t81EKFxmq1sFGjrTBHplAdW76QKFEtLVXWYuZH6CqRwFLYJBeQMXnDUQ0OVkWcVwOIHodO4KyRSwy0uj32lKZlY&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYDGUQKd03_29NfGaxwBPEmMoF_UKXZTwDbR53VUbkSpZvgK2Ce8d-ULTMZ5wQdnDjziMBZAACizJLMHWsDeP7OWn3fkcWl8BY=&uniplatform=NZKPT	季宁宁、刘永、王圣瑞				
2538	期刊	不同施肥模式对克氏原螯虾稻田养殖水体浮游植物群落结构的影响	王海艳	水生生物学报	2021-06-21 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXbGgMOvui8ahJ3iLy74_uwB6KSCqjTqMzWQ9f_c29RpXsSUWXiISOAdmgNf_Mql9_1ECbVsf6FkFvZv3IKY5j1kjchwVB3Smuo7RTWkN6x3LCXyWVhTsf8veIz2FV60lmFe2Ly-Z4nDLLK2YI2d0FD3Oy6Thb7xRVwlZx8qgP5AnNcRgp7dRyI&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYDGUQKd03_29NfGaxwBPEmMoF_UKXZTwDbR53VUbkSpZvgK2Ce8d-USBsUBfxPZbxzRvCllM9IdpZDP0ObFxvz0Qv71aP7MCU=&uniplatform=NZKPT	王海艳、毛文静、董泽涛、杨军、朱建强				
2539	期刊	淡水养殖池塘微型和超微型浮游植物的群落结构组成	卫鹏	大连海洋大学学报	2021-06-18 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVJKrppXxr1NZPrizxN5wWjiStD6THbSLLz_h50dQMM9POKzwlrtbpW_Ud1xpreg3aXViKrlKFYcLZk2ImKiwlkWEpCeHr2-5lGQt4xjuIhXQ4h3TnTOsQTylXnkNonOTB8OriGo3M44KQ-KZm4sz21g7eb8O5bjmETHk4BZ-UU9y9aQz6-NpjN&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjeha_WSYi53oQU29_h9Sb8m-3M_Ik5dqCX08r9CDqJFIzcTrPPojxPZlyF0rgPNcqcawfoYOtMVUOW9ZKjm01cIAWr2UsOCD0X2g=&uniplatform=NZKPT	卫鹏、毕相东、戴伟、张达娟、李宛津、董少杰				
2540	期刊	基于围隔实验研究虾夷扇贝与龙须菜养殖对浮游植物群落结构的影响	肖雪艳	渔业科学进展	2021-06-17 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVJKrppXxr1NZPrizxN5wWjiStD6THbSLLu9MyXjO4BfLSIlyRKVaN9se4ttDcuOyjHp3HmDySG6rJOBP6hzYocy452_CcT4I48rtxwg6X5xTbaW1KAu9M3x6qIY0qcR7KRV59DyUbjvPIEMOM3JBpHHrR7QKBnBR1NLu5tXCpQnDWHurWR5CyR&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjeha_WSYi53oQU29_h9Sb8m-3M_Ik5dqCX08r9CDqJFIzcTrPPojxPZlyPKHAKCHe__RGB_k8iA6WMRkBzm4MC87fgdyHEBf3nTU=&uniplatform=NZKPT	肖雪艳、刘毅、牛鹏丽、陈欣、冯志华、王晓敏、江涛				
2541	期刊	小球藻对凡纳滨对虾池塘微藻群落的影响及与环境因子的关系	姚冬梅	水产科学	2021-06-11 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXZmRkZjeMZZGFGCnUVAjArYON8IaMTsFs24sxcgmCi35toZdYtan6onw8LdZM0Ro48yYPwHAFI2DQAcqam7wLyVAhvVdk4n4qkVIIJdGR_FH0dG0NuMAoqp-aVW7qi3osOj1pDlSa1npJMMEN7OSpHdSGKSAnSMyanB5w_qWfkRTqfgEQ5ILsU&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbp_DRlpEtc2oSVDFVPURVXlwM54nrklqRodXZJSGjCeoIIOz6erPkE_nINkfDVygwn1nEZKb_QUOgmaBbxPkILO_oaUwnvDR4=&uniplatform=NZKPT	姚冬梅、张达娟、张树林、张迎				
2542	期刊	西藏浪错夏季浮游植物组成与环境因子的关系	扎西拉姆	水产科学	2021-06-03 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXZmRkZjeMZZGFGCnUVAjArYON8IaMTsFs24sxcgmCi3zxPQwv3Xes2J75-MEj-KgkOSpw7C_B2bn0tSo9A0LBT-QkYmtJlMiBHX821hAOoi2_V6H1ETU8gMUm3IoxKHwWOSUnChrKBC1sF8mXkCoYITaSXwH6qd0nNnKcpgi7jIVwFKLNpFeNG&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbp_DRlpEtc2oSVDFVPURVXlwM54nrklqRodXZJSGjCeoIIOz6erPkE_nINkfDVygwn1nEZKb_QUOgmaBbxPkILO_oaUwnvDR4=&uniplatform=NZKPT	扎西拉姆、陈美群、牟振波、杨欣兰、许可德、王万良				
2543	期刊	广东东莞松木山水库浮游植物群落结构特征及其与环境因子的关系	王亚坤	大连海洋大学学报	2021-06-02 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUo7CKTowPiXkF8Gs08w614vqoCkjCManx9289FiNR_-hG8Mfhg4aEBKjqFmtsE6_2jDy9MWQntH0RPnhLWIYDoZ7eHNMq3vtPGUYENgEWcZFCyGmnk3hOQIxg4ZTkvOlURQ3fkV9bUbD5pyA7bGbsBoS1AO09HLvVCjCsuufk7_sa3-Z7QMxau&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZPl4oy8Tddp2Sg4Y3ViX2NauWZjudNiGei3CKMr8DHPz9MPnAy7UeCz7kRyuVIg8CR2dP1IizUAMd42jCMQM7hgBP2XrMHnhk=&uniplatform=NZKPT	王亚坤、汪洋、裴瑞华、吴鹏举、黄娜、李一帆、袁晨、刘其根、胡忠军				
2544	期刊	内蒙古三水库浮游生物群落结构特征及鱼产力估算	李毅超	水产学杂志	2021-05-28 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUo7CKTowPiXkF8Gs08w614vqoCkjCManzQJYFNSiHVw-Lz2ZpCshxIO8dUt0DJfdVwLngpk-KLo7rlW4W0FnSRZxUu6sz8q89Q4nA6SxeBOW1M7KL5BExcXuS6KJZZCXwaycqImpyxrPLCCBgC5_rziH74_VZieMyoDCmPWOfwE2PnYyW38caU&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZPl4oy8Tddp2Sg4Y3ViX2NauWZjudNiGei3CKMr8DHPz9MPnAy7UeCtTQGirDXRf-smnqWczzTDbm6D-PX5ZeIM4etWNOGZQw=&uniplatform=NZKPT	李毅超、邵旭东、白禄军、张子媛、孙毅、刘青				
2545	期刊	基于形态学和高通量测序的海水池塘生态养殖系统中浮游植物多样性比较	乔玲	渔业科学进展	2021-05-06 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXknQJENqycLj3Fw6G3ruF8_FFhhwR7oObXYnrKA7loXWUtdlW3dW6tlhtpnIzDbZIAI5sDnQ3zbaNLwLexHsE6sMwO-kwkbxSUIQx2p_bHyZiSi381PZSo92nGn6yLIZwxX5zPib1jNtPjWqCnNzR3mnuXqYIbAtSRs-tf86JFnKxKEUGsgAP8&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZBR4oihKLPk5KxkIPPKwVKKi7-kB4TzOMt7igjABeiRLxZtSiebeILoq1veF-zasWf17cqW6N0VRhvnwCvtvziivrKoGwuPD4=&uniplatform=NZKPT	乔玲、常志强、李健、任成喆				
2546	期刊	再生水补水景观水体浮游植物群落结构及其与水质参数的关系	张淑珍	环境科学导刊	2021-04-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXknQJENqycLj3Fw6G3ruF8_FFhhwR7oOblnuN4pCkmVelKgAqvkmtjN0AurWdhb5AMZRggMGdrPFuyzot1nPmkbGibycFDN_zDMKfDtvxxhaO-4MRjJklW7ez0FoZhKluGqQvumdwhJGgAFXTq5f6LY3WRCQJg049_fw473vH3t3F7LQhONcjg&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZBR4oihKLPk5KxkIPPKwVKKi7-kB4TzOMt7igjABeiRLxZtSiebeILJyYhe_6gdRsOgZh0TkpP2-RfQAJeQNGB4aNcMBrTV5o=&uniplatform=NZKPT	张淑珍、王培京				
2547	期刊	烟台近海贝类养殖区浮游植物群落研究	卢钰博	水产学杂志	2021-04-15 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVIX6FmiDNm35WJiTK2250muOLbygDu8YXd_ZKyIOtaQGGfeKle1P_kYftog737G_w18SDYY5lcMUvK24wVvx9lFHKfldHEGiUoPTEmrS1mw6cLdg58HQIfCsjajV-mj77xdFPAOvh4bg9EONEW5bcrWx-MXNMw66B_S7W7V3n795j2Mus-D4KW&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYsCBdxD60ZovOQUPDTazNZsCwI_4ShIdy4j3_hOpDMCrxiSPwf4aDpb1UaTrEJMRe8smkFWBEiS-NQFSidk4GY9nUXH2tVXQ4=&uniplatform=NZKPT	卢钰博、刘嘉卓、于潇、崔龙波				
2548	期刊	日照近岸海域冬夏季网采浮游植物群落结构及其与环境因子的关系	王尽文	上海海洋大学学报	2021-04-06 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVIX6FmiDNm35WJiTK2250muOLbygDu8YWS0x3LDOhWS_UhgW9CAgBmbGABtilyUjxwDr7QR1OY87z0Hb3cUjcv4_WG4s-1CW0ly3gFBgKOOHreKL5f5dpsaXup8xFR2nzKMpNt87LhMMsUG7yNHWYw5gngJLf1RHHsIeCLlmvIFb31ExckNo_v&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYsCBdxD60ZovOQUPDTazNZsCwI_4ShIdy4j3_hOpDMCrxiSPwf4aDpI54ltYMHMxkbNy6cUzgcHRGF7c-38wVQmlRdUtWp9vY=&uniplatform=NZKPT	王尽文、黄娟、姜万钧、纪莹璐、王波、张建柏、林森				
2549	期刊	长江三源浮游植物群落特征差异与环境因子关系	李伟	长江科学院院报	2021-03-01 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUG4GYxNzb_W-3HUwXmyfOdgsmG4AYJZd_GWT9-08eaROgrxGjCqE736IztL6-BS82OsKKNeAM7Xn7eGA-AhUciuCYaedVq4qJDKznrxRVPMi5hWEXatEHmrTIF7BFsubFlwOFb6TyWdrU3ws2dAVeGgdqvu0mCG117IlWT8EM9WH_yF5s0wiJG&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbupOaVVsrQ3L2tTHC9092OuFclQDlISpFoDnn472qvDlfjXADbp4MDR_dU6GbTM8lHw5kJYIGuRafXdugcqGOXU68n8GI0gJY=&uniplatform=NZKPT	李伟、李鲁丹、李欢、贡丹丹、郭伟杰、乔强龙、杜琦				
